City,Country,Lat,Lng,Date,Temp,Cloudiness,Humidity,Wind Speed
Shenkursk,RU,62.11,42.91,1563067678,45.77,68,94,3.13
Lamu,CN,35.77,102.37,1563067679,56.93,98,67,4.63
Nuuk,GL,64.17,-51.74,1563067679,50.0,75,81,9.17
Save,BJ,8.04,2.49,1563067679,71.69,73,94,5.3
Port Lincoln,AU,-34.72,135.86,1563067513,54.95,83,74,21.0
San Fernando,TT,10.28,-61.46,1563067680,80.6,20,83,6.93
Kutum,SD,14.2,24.66,1563067680,78.35,41,46,3.47
Epe,DE,52.18,7.04,1563067680,59.0,75,87,4.7
Hailar,CN,49.2,119.7,1563067666,69.53,100,69,9.89
Morondava,MG,-20.3,44.28,1563067681,72.23,0,57,8.57
Bowen,AU,-20.01,148.25,1563067681,70.0,77,37,17.22
Ulaangom,MN,49.98,92.07,1563067681,63.77,7,58,5.61
Hasaki,JP,35.73,140.83,1563067576,69.8,75,100,9.17
Komsomolskiy,RU,67.55,63.78,1563067681,55.31,100,90,11.61
Les Cayes,HT,18.19,-73.75,1563067682,82.49,0,77,15.01
Tallahassee,US,30.44,-84.28,1563067531,86.0,1,88,4.7
Flinders,AU,-34.58,150.85,1563067682,57.0,0,58,18.34
Hami,CN,42.84,93.51,1563067585,81.59,6,27,5.35
Clarence Town,AU,-32.59,151.78,1563067683,57.99,0,57,21.92
Samarai,PG,-10.62,150.67,1563067683,74.57,100,93,8.1
Maltahohe,NA,-24.83,16.98,1563067683,45.95,0,57,2.21
Hovd,NO,63.83,10.7,1563067684,52.0,75,71,11.41
Pisco,PE,-13.71,-76.2,1563067684,62.6,75,82,6.93
Riyadh,SA,24.63,46.72,1563067388,84.2,0,13,8.05
Grootfontein,NA,-19.56,18.1,1563067558,41.45,0,46,3.89
Nhulunbuy,AU,-12.18,136.78,1563067685,77.0,75,61,19.46
Vila do Maio,CV,15.13,-23.22,1563067685,75.2,20,78,16.11
Carutapera,BR,-1.2,-46.02,1563067685,76.91,24,84,6.42
Erdenet,MN,49.03,104.04,1563067685,61.79,30,81,4.18
Nanortalik,GL,60.14,-45.24,1563067514,42.53,33,84,2.73
Kamaishi,JP,39.28,141.86,1563067686,73.4,75,78,5.82
Champerico,MX,16.38,-93.6,1563067686,80.6,75,69,6.93
Umm Kaddadah,SD,13.6,26.69,1563067687,86.27,27,39,12.91
Alice Springs,AU,-23.7,133.88,1563067569,51.8,0,43,20.8
Kununurra,AU,-15.77,128.74,1563067687,73.4,56,27,14.99
Kristinehamn,SE,59.31,14.11,1563067687,57.99,43,100,3.36
Bambous Virieux,MU,-20.34,57.76,1563067521,71.6,75,53,11.41
Kalaleh,IR,37.38,55.49,1563067688,75.2,99,100,7.72
Chodavaram,IN,17.44,81.78,1563067688,80.6,75,83,4.7
Umuarama,BR,-23.76,-53.31,1563067688,66.29,43,79,5.99
Frejus,FR,44.93,6.54,1563067688,66.99,5,57,1.99
Sanmenxia,CN,34.77,111.19,1563067689,82.13,0,39,3.87
Sahuaripa,MX,29.05,-109.23,1563067689,76.55,36,75,16.87
Thakurganj,IN,26.43,88.13,1563067689,75.2,75,100,2.24
Antofagasta,CL,-23.65,-70.4,1563067580,53.6,75,76,3.36
Tuy Hoa,VN,13.08,109.3,1563067690,80.15,13,68,8.57
Nabire,ID,-3.36,135.5,1563067690,71.69,100,80,5.08
Ugoofaaru,MV,5.67,73.0,1563067690,83.39,66,69,3.62
Santa Maria,BR,-16.02,-48.01,1563067691,66.2,0,52,2.24
Boma,GH,7.08,-2.17,1563067691,69.35,31,99,2.42
Granadilla de Abona,ES,28.12,-16.58,1563067583,71.6,20,78,13.87
Deputatskiy,RU,69.3,139.9,1563067691,54.95,97,77,5.35
Madona,LV,56.85,26.22,1563067692,47.57,94,92,2.37
Mazyr,BY,52.05,29.27,1563067692,51.89,24,91,3.65
Guerrero Negro,MX,27.97,-114.04,1563067692,68.63,0,85,12.44
Aksarka,RU,66.56,67.8,1563067503,57.47,100,82,9.73
Ancud,CL,-41.87,-73.83,1563067512,44.6,90,100,12.75
Cururupu,BR,-1.82,-44.87,1563067545,72.41,40,98,2.37
Avera,US,33.19,-82.53,1563067693,82.99,75,94,5.39
Kondinskoye,RU,59.65,67.41,1563067693,66.83,64,87,11.07
Sobolevo,RU,54.43,31.9,1563067693,46.85,28,86,2.82
Rutul,RU,41.53,47.42,1563067694,66.2,90,93,2.24
Acapulco,MX,16.86,-99.88,1563067694,86.0,75,70,4.7
Beloha,MG,-25.17,45.06,1563067532,59.27,0,86,8.59
Amursk,RU,50.23,136.9,1563067694,66.83,79,72,5.53
Carauari,BR,-4.88,-66.9,1563067695,77.27,93,76,2.46
Bonito,BR,-1.36,-47.3,1563067695,72.95,78,96,3.44
Siavonga,ZW,-16.54,28.71,1563067695,58.19,0,56,4.7
Ciudad Bolivar,VE,8.12,-63.55,1563067695,78.53,15,80,12.57
Twin Falls,US,42.57,-114.46,1563067696,89.6,20,35,3.36
Nongan,CN,44.43,125.17,1563067696,77.0,0,65,2.24
Nara,JP,34.68,135.8,1563067696,75.2,75,88,2.24
Iqaluit,CA,63.75,-68.52,1563067550,44.6,40,81,11.41
Namatanai,PG,-3.66,152.44,1563067697,80.51,64,80,9.44
Cape Coast,GH,5.11,-1.24,1563067697,73.67,0,90,6.13
Kampene,CD,-3.59,26.67,1563067697,67.19,29,79,0.92
Puerto Madero,AR,-34.61,-58.36,1563067697,48.2,0,81,2.24
Geisenheim,DE,49.99,7.97,1563067698,64.0,75,82,6.93
Sabla,NG,12.75,4.71,1563067698,84.29,8,56,10.45
Mayo,CA,63.59,-135.9,1563067698,73.4,75,35,5.82
Palmer,AU,-34.85,139.16,1563067699,55.99,75,93,13.87
Yulara,AU,-25.24,130.99,1563067699,51.8,0,55,18.34
Nichinan,JP,31.65,131.31,1563067699,77.0,75,94,3.36
Aksu,KZ,52.04,76.93,1563067699,64.4,0,72,11.18
Henderson,US,36.04,-114.98,1563067617,108.0,1,8,11.41
Fort Nelson,CA,58.81,-122.69,1563067510,69.8,75,56,10.29
Goksun,TR,38.02,36.5,1563067700,64.4,0,77,6.93
Lucapa,AO,-8.42,20.74,1563067700,65.21,0,69,4.23
Itarema,BR,-2.92,-39.92,1563067701,74.57,6,86,6.87
Chirongui,YT,-12.93,45.15,1563067701,77.0,75,73,12.75
Fairbanks,US,64.84,-147.72,1563067503,77.0,20,41,6.93
Natal,BR,-5.81,-35.21,1563067701,75.2,40,88,4.7
Mujiayingzi,CN,42.12,118.78,1563067701,69.17,11,49,2.86
Pong,CM,4.23,10.63,1563067702,71.69,86,98,2.19
Praia da Vitoria,PT,38.73,-27.07,1563067702,71.6,75,94,8.5
Gerash,IR,27.67,54.14,1563067702,84.2,0,45,3.13
Chulman,RU,56.84,124.9,1563067703,62.69,98,87,1.97
Basmat,IN,19.33,77.16,1563067703,76.01,99,83,11.16
Quimper,FR,48.0,-4.1,1563067703,59.0,0,93,5.82
Tuktoyaktuk,CA,69.44,-133.03,1563067537,64.4,75,55,9.17
San Cristobal,HN,14.68,-86.92,1563067551,74.75,74,62,7.29
Juegang,CN,32.31,121.18,1563067704,81.0,33,67,6.82
Ishinomaki,JP,38.42,141.3,1563067704,68.0,75,94,6.93
Dingle,PH,11.0,122.67,1563067564,77.99,100,81,2.75
Pangoa,PE,-12.12,-73.0,1563067704,72.05,0,77,1.99
Lavrentiya,RU,65.58,-170.99,1563067580,68.27,0,50,10.2
Brookhaven,US,40.78,-72.92,1563067705,78.01,1,73,4.7
Sunrise Manor,US,36.21,-115.07,1563067705,109.0,1,9,11.41
Lompoc,US,34.64,-120.46,1563067395,84.2,1,77,11.41
Lasa,CY,34.92,32.53,1563067581,73.4,0,77,6.93
Pechora,RU,65.12,57.16,1563067705,55.85,100,97,6.29
Coihaique,CL,-45.58,-72.07,1563067447,37.4,90,93,5.82
Tosham,IN,28.87,75.92,1563067706,90.05,5,49,22.28
Timizart,DZ,36.8,4.25,1563067706,76.55,0,76,4.36
Prachuap Khiri Khan,TH,11.81,99.79,1563067707,73.13,89,90,7.16
Port-Gentil,GA,-0.72,8.78,1563067573,75.65,81,83,12.3
Langham,CA,52.36,-106.96,1563067707,78.01,75,60,5.82
Almeirim,BR,-1.53,-52.58,1563067707,73.85,99,91,1.81
Kuryk,KZ,43.18,51.68,1563067708,76.73,0,60,12.21
Pangody,RU,65.85,74.49,1563067579,57.11,70,68,17.16
San Quintin,PH,17.54,120.52,1563067708,80.87,45,80,3.47
Kenai,US,60.55,-151.26,1563067709,64.0,90,72,5.82
Yuanping,CN,38.72,112.71,1563067709,68.09,69,55,1.92
Saint-Pierre,FR,48.95,4.24,1563067709,57.2,75,87,10.29
Eyl,SO,7.98,49.82,1563067709,77.81,100,67,26.4
Tabou,CI,4.42,-7.36,1563067710,72.05,45,89,2.08
Vytegra,RU,61.01,36.45,1563067710,49.91,0,80,10.36
Chancay,PE,-11.56,-77.27,1563067710,60.8,90,87,10.29
Mata,PT,40.68,-7.46,1563067710,64.0,17,91,3.71
Quatre Cocos,MU,-20.21,57.76,1563067580,71.6,75,53,11.41
Bonoua,CI,5.27,-3.6,1563067711,75.2,40,94,3.36
Narsaq,GL,60.91,-46.05,1563067495,50.0,59,61,5.82
Sao Joao da Barra,BR,-21.64,-41.05,1563067508,64.13,0,72,1.83
Solnechnyy,RU,50.72,136.64,1563067513,63.05,100,89,3.2
Namibe,AO,-15.19,12.15,1563067567,66.47,69,82,0.6
Touros,BR,-5.2,-35.46,1563067712,73.4,40,100,3.36
Praya,ID,-8.71,116.27,1563067712,78.8,20,65,2.24
Skjervoy,NO,70.03,20.97,1563067712,47.21,79,75,6.62
Kruisfontein,ZA,-34.0,24.73,1563067492,52.97,0,84,7.31
Aden,YE,12.79,45.03,1563067713,86.09,15,68,12.37
Saldanha,PT,41.42,-6.55,1563067713,65.75,25,78,3.02
Kamphaeng Phet,TH,16.47,99.53,1563067713,78.71,100,85,0.6
Srednekolymsk,RU,67.46,153.71,1563067713,77.27,21,46,11.77
Kibaya,RW,-2.2,30.56,1563067714,62.01,93,88,2.26
Alta Floresta,BR,-9.87,-56.08,1563067714,75.2,0,83,2.75
San Ramon,NI,12.92,-85.84,1563067560,71.33,5,78,4.52
Pacific Grove,US,36.62,-121.92,1563067547,90.0,40,63,11.41
Port Blair,IN,11.67,92.75,1563067566,83.21,100,78,16.22
Marzuq,YE,14.4,46.47,1563067715,77.81,91,40,5.84
Lerwick,GB,60.15,-1.15,1563067504,51.8,7,81,5.82
Idenao,CM,4.25,9.0,1563067715,73.4,20,94,4.7
Evensk,RU,61.92,159.24,1563067715,64.13,57,64,9.06
Adrar,DZ,27.87,-0.29,1563067716,93.2,0,8,5.82
Salinopolis,BR,-0.61,-47.36,1563067716,81.41,68,77,18.01
Mococa,BR,-21.46,-47.0,1563067716,57.2,0,76,3.36
Gambela,ET,8.25,34.59,1563067717,65.57,83,92,3.67
Maningrida,AU,-12.05,134.23,1563067717,74.39,26,44,16.2
Urengoy,RU,65.96,78.37,1563067717,54.77,36,65,4.03
Tiksi,RU,71.64,128.87,1563067521,49.01,100,89,13.02
Suleja,NG,9.18,7.18,1563067718,73.67,54,92,2.84
Hambantota,LK,6.12,81.12,1563067519,78.8,20,94,3.36
Dunedin,NZ,-45.87,170.5,1563067555,51.01,100,71,20.0
Husavik,CA,50.56,-96.99,1563067541,82.0,0,43,4.0
Honjo,JP,39.38,140.05,1563067718,75.2,75,73,6.93
Rocha,UY,-34.48,-54.34,1563067466,48.11,64,88,6.51
Itapaci,BR,-14.95,-49.55,1563067700,70.97,0,38,2.77
Ossora,RU,59.24,163.07,1563067719,75.83,10,44,3.76
Sorland,NO,67.67,12.69,1563067569,49.37,53,82,22.64
Lazo,RU,45.88,133.65,1563067720,70.43,95,73,4.16
Oyama,JP,36.31,139.8,1563067720,73.0,75,94,12.75
Trairi,BR,-3.28,-39.27,1563067720,70.43,12,95,4.07
Auchel,FR,50.51,2.47,1563067721,61.0,90,77,9.17
Moron,HT,18.56,-74.26,1563067721,81.23,77,76,2.98
Hervey Bay,AU,-25.3,152.85,1563067722,66.0,36,23,13.87
Boguchany,RU,58.38,97.46,1563067722,67.01,47,55,0.98
Bogandinskiy,RU,56.89,65.89,1563067722,69.01,0,77,11.18
Talaya,RU,55.79,84.89,1563067549,66.2,0,77,8.95
Olinda,AU,-37.84,145.39,1563067722,54.0,90,58,24.16
Rancho Palos Verdes,US,33.75,-118.37,1563067511,90.0,20,73,11.41
Mutsu,JP,41.29,141.2,1563067723,75.99,75,83,13.87
Nuevitas,CU,21.55,-77.27,1563067723,80.6,13,83,11.41
Arlit,NE,18.74,7.39,1563067724,95.63,75,20,3.49
Madison,US,43.07,-89.38,1563067240,82.4,1,65,4.7
Mossendjo,CG,-2.95,12.72,1563067724,67.19,48,91,0.78
Peterhead,AU,-34.83,138.5,1563067724,55.99,75,93,13.87
Jepara,ID,-5.21,105.74,1563067725,72.23,5,88,4.34
Tilichiki,RU,60.47,166.1,1563067536,70.25,70,52,1.83
Sisimiut,GL,66.94,-53.67,1563067725,40.37,100,96,4.54
Port Hardy,CA,50.7,-127.42,1563067507,64.4,75,77,10.29
Lodja,CD,-3.52,23.6,1563067726,69.35,62,89,1.63
Luderitz,NA,-26.65,15.16,1563067726,50.0,0,93,5.82
Garden City,US,43.62,-116.24,1563067726,99.0,1,18,5.82
Ankang,CN,32.73,108.99,1563067727,73.31,0,65,1.19
Dukat,AL,40.25,19.57,1563067727,69.01,80,93,3.11
Ulaanbaatar,MN,47.92,106.92,1563067577,69.8,40,52,2.24
Tessalit,ML,20.2,1.01,1563067535,91.31,17,24,7.2
Shitanjing,CN,39.23,106.34,1563067728,79.07,75,33,5.48
Norcasia,CO,5.58,-74.89,1563067728,68.45,66,93,1.07
Pimentel,BR,-3.7,-45.5,1563067728,72.05,19,96,1.59
Yar-Sale,RU,66.83,70.83,1563067518,52.79,100,83,16.96
Fallon,US,46.84,-105.12,1563067729,87.8,1,43,9.17
Mackay,CA,53.65,-115.58,1563067729,68.0,75,63,9.17
Muros,ES,42.77,-9.06,1563067566,69.01,20,93,11.95
Campeche,MX,19.84,-90.54,1563067730,86.0,75,66,18.86
Mahajanga,MG,-15.72,46.32,1563067730,68.0,20,64,2.24
Lamont,CA,53.76,-112.78,1563067730,75.0,20,64,1.03
Vanavara,RU,60.35,102.28,1563067730,65.93,88,65,0.92
Abha,SA,18.22,42.5,1563067509,71.6,0,21,5.82
Harbour Breton,CA,47.48,-55.8,1563067731,54.05,100,93,19.46
Chernogorsk,RU,53.83,91.31,1563067731,66.2,100,72,6.71
Puerto Leguizamo,CO,-0.19,-74.78,1563067732,71.51,48,96,1.23
Rafraf,TN,37.19,10.18,1563067732,84.2,0,69,6.93
Palampur,IN,32.11,76.54,1563067732,72.23,14,67,1.92
Tateyama,JP,36.66,137.31,1563067732,77.0,75,73,2.24
Seoul,KR,37.57,126.98,1563066966,78.8,1,78,3.36
Camacha,PT,33.08,-16.33,1563067555,69.8,40,94,11.41
Seydi,NE,13.34,7.75,1563067733,86.09,40,45,8.68
Kieta,PG,-6.22,155.63,1563067567,79.07,100,80,12.46
Paita,PE,-5.09,-81.11,1563067733,64.85,91,89,16.08
Gisborne,NZ,-38.66,178.02,1563067734,59.45,89,77,30.02
Orange,AU,-33.28,149.1,1563067530,36.0,100,92,3.0
Axim,GH,4.87,-2.24,1563067586,73.85,17,87,5.41
Keansburg,US,40.44,-74.13,1563067459,84.2,1,51,7.99
Verkhnevilyuysk,RU,63.45,120.31,1563067734,66.83,100,83,5.06
Lakatoro,VU,-16.11,167.42,1563067735,79.97,21,73,6.35
Balashov,RU,51.54,43.17,1563067735,59.0,86,91,6.17
Brae,GB,60.4,-1.35,1563067735,51.8,7,81,6.93
Pallattur,IN,12.51,78.67,1563067736,76.91,99,75,5.82
Entebbe,UG,0.06,32.45,1563067736,59.99,100,92,1.68
Nouadhibou,MR,20.93,-17.03,1563067736,71.6,0,78,18.34
Tapah,MY,4.2,101.26,1563067737,80.6,75,74,4.7
Homer,US,59.64,-151.54,1563067565,64.4,75,63,5.82
Mataram,ID,-5.32,105.06,1563067737,68.81,42,92,1.48
Edd,ER,13.93,41.69,1563067738,88.43,57,52,4.79
Tanout,NE,14.97,8.88,1563067738,88.61,61,38,7.43
Dinghai,CN,26.28,119.79,1563067738,86.0,20,70,11.18
Annau,TM,37.89,58.52,1563067738,87.8,75,55,9.17
Shelopugino,RU,51.65,117.56,1563067739,67.55,0,72,2.68
Holme,DK,56.11,10.17,1563067739,55.4,90,93,6.93
Crestview,US,30.76,-86.57,1563067739,84.99,75,79,8.05
Seidu,NG,8.32,4.47,1563067740,70.25,1,96,4.88
Jodhpur,IN,26.3,73.04,1563067740,82.31,2,67,27.07
Chapais,CA,49.78,-74.86,1563067740,62.6,40,77,10.29
Kulhudhuffushi,MV,6.62,73.07,1563067740,82.85,84,71,4.88
Luchenza,MW,-16.01,35.31,1563067741,56.03,20,94,5.97
Gornyye Klyuchi,RU,45.25,133.5,1563067741,66.47,100,79,4.23
Kolvereid,NO,64.86,11.6,1563067741,48.99,100,95,7.0
Terme,TR,41.21,36.97,1563067741,59.0,20,93,2.24
Beyneu,KZ,45.32,55.19,1563067741,82.85,97,54,7.02
Aklavik,CA,68.22,-135.01,1563067517,71.6,75,37,3.36
Bambanglipuro,ID,-7.95,110.28,1563067742,74.75,70,77,12.33
Moerai,PF,-22.43,-151.33,1563067530,71.87,50,76,4.85
Westport,US,41.14,-73.36,1563067583,79.0,1,74,5.82
Blois,FR,47.59,1.33,1563067743,64.4,0,72,5.82
Presidencia Roque Saenz Pena,AR,-26.79,-60.44,1563067743,65.03,100,90,4.88
Lukaya,UG,-0.15,31.87,1563067743,61.07,96,91,2.06
Katsuura,JP,33.93,134.5,1563067563,77.0,75,88,8.05
Zhoucheng,CN,31.35,119.33,1563067744,80.6,20,69,2.24
Mitchell,US,43.71,-98.03,1563067744,80.6,40,61,13.87
Saint-Jean-de-la-Ruelle,FR,47.91,1.87,1563067744,62.6,0,82,5.82
Omboue,GA,-1.57,9.26,1563067744,73.31,64,89,10.98
Mosquera,CO,4.71,-74.23,1563067745,55.4,75,82,4.7
Baykit,RU,61.68,96.39,1563067745,54.95,100,95,7.78
Batagay-Alyta,RU,67.8,130.41,1563067569,64.13,97,63,4.85
Kysyl-Syr,RU,63.9,122.77,1563067745,66.11,100,85,3.58
Igrim,RU,63.19,64.42,1563067547,67.55,95,85,9.08
Lakhdenpokhya,RU,61.52,30.2,1563067746,45.0,5,98,4.07
Shubarkuduk,KZ,49.15,56.49,1563067746,73.67,57,83,6.67
Tautira,PF,-17.73,-149.15,1563067746,84.2,20,66,12.75
Porto Novo,BR,-23.68,-45.44,1563067747,62.6,0,67,1.12
Ornskoldsvik,SE,63.29,18.72,1563067747,50.0,77,87,4.7
Bilma,NE,18.69,12.92,1563067747,92.21,6,27,8.14
Opuwo,NA,-18.06,13.84,1563067747,51.35,0,60,2.62
Barabai,ID,-2.59,115.38,1563067748,74.93,87,79,1.57
Tumut,AU,-35.3,148.22,1563067748,34.43,100,96,6.46
Lata,IN,30.78,78.62,1563067519,36.95,16,89,2.19
Hudson Bay,CA,52.86,-102.4,1563067749,75.65,67,49,10.13
